0	1.00149	3.55791
0	1.00149	3.55791
0.148129	1.00166	3.5582
0.296257	1.00213	3.55901
0.444386	1.00282	3.56021
0.592514	1.00366	3.56168
0.593996	1.00367	3.5617
0.742124	1.00458	3.56331
0.890253	1.00547	3.56492
1.03838	1.00629	3.56641
1.18651	1.00697	3.56768
1.33316	1.00749	3.56865
1.48129	1.00783	3.56933
1.62941	1.00799	3.5697
1.77754	1.00797	3.56976
1.92567	1.0078	3.56956
2.0738	1.0075	3.56915
2.22193	1.00711	3.5686
2.37006	1.00667	3.56798
2.51819	1.00621	3.56735
2.66631	1.00577	3.56675
2.81444	1.00536	3.56624
2.96257	1.005	3.56584
3.1107	1.0047	3.56556
3.25883	1.00448	3.56541
3.40696	1.00431	3.56538
3.55509	1.0042	3.56547
3.70322	1.00414	3.56564
3.85134	1.00411	3.5659
3.99947	1.00411	3.5662
4.1476	1.00412	3.56654
4.29573	1.00413	3.5669
4.44386	1.00412	3.56724
4.59199	1.00408	3.56755
4.74012	1.00401	3.5678
4.88824	1.0039	3.56799
5.03637	1.00375	3.56812
5.1845	1.00356	3.56819
5.33263	1.00334	3.56822
5.48076	1.00309	3.56821
5.62889	1.00283	3.56817
5.77702	1.00255	3.56813
5.92514	1.00227	3.56809
6.07327	1.00199	3.56806
6.2214	1.00171	3.56805
6.36953	1.00144	3.56805
6.51766	1.00117	3.56808
6.66579	1.00092	3.56812
6.81392	1.00066	3.56819
6.96204	1.00042	3.56827
7.11017	1.00018	3.56838
7.2583	0.999947	3.5685
7.40643	0.999715	3.56863
7.55456	0.999483	3.56878
7.70269	0.999248	3.56892
7.85082	0.999008	3.56907
7.99894	0.99876	3.56921
8.14707	0.998502	3.56934
8.2952	0.998235	3.56945
8.44333	0.997958	3.56956
8.59294	0.99767	3.56966
8.74107	0.997376	3.56974
8.8892	0.997076	3.56982
9.03733	0.99677	3.5699
9.18545	0.996461	3.56998
9.33358	0.99615	3.57006
9.48171	0.995836	3.57014
9.62984	0.995521	3.57023
9.77797	0.995205	3.57031
9.9261	0.994889	3.5704
10.0742	0.994572	3.5705
10.2224	0.994256	3.57059
10.3705	0.99394	3.57069
10.5186	0.993624	3.5708
10.6667	0.993308	3.57091
10.8149	0.992992	3.57102
10.963	0.992675	3.57113
11.1111	0.992357	3.57124
11.2593	0.992038	3.57136
11.4074	0.991716	3.57147
11.5555	0.991392	3.57158
11.7036	0.991067	3.57168
11.8518	0.990739	3.57179
11.9999	0.990409	3.57189
12.148	0.990079	3.57199
12.2962	0.989747	3.57209
12.4443	0.989415	3.57219
12.5924	0.989082	3.57229
12.7405	0.988748	3.57239
12.8887	0.988415	3.57249
13.0368	0.988081	3.57259
13.1849	0.987748	3.57269
13.3331	0.987416	3.57279
13.4812	0.987084	3.57289
13.6293	0.986752	3.57299
13.7774	0.986422	3.57309
13.9256	0.986092	3.57319
14.0737	0.985764	3.57329
14.2218	0.985436	3.57339
14.37	0.985109	3.57349
14.5181	0.984783	3.5736
14.6662	0.984458	3.5737
14.8143	0.984134	3.57379
14.9625	0.98381	3.57389
15.1106	0.983488	3.57399
15.2587	0.983166	3.57409
15.4069	0.982846	3.57418
15.555	0.982527	3.57428
15.7031	0.982209	3.57437
15.8512	0.981892	3.57447
15.9994	0.981577	3.57456
16.1475	0.981264	3.57465
16.2956	0.980952	3.57474
16.4438	0.980642	3.57483
16.5919	0.980333	3.57492
16.74	0.980027	3.57501
16.8881	0.979722	3.5751
17.0363	0.97942	3.57519
17.1844	0.979119	3.57528
17.3325	0.97882	3.57537
17.4807	0.978524	3.57546
17.6288	0.97823	3.57554
17.7769	0.977937	3.57563
17.925	0.977647	3.57571
18.0732	0.97736	3.5758
18.2213	0.977074	3.57588
18.3694	0.97679	3.57596
18.5176	0.976509	3.57604
18.6657	0.97623	3.57612
18.8138	0.975954	3.5762
18.9619	0.97568	3.57628
19.1101	0.975408	3.57636
19.2582	0.975138	3.57644
19.4063	0.974871	3.57652
19.5545	0.974607	3.57659
19.7026	0.974345	3.57667
19.8507	0.974085	3.57674
19.9988	0.973828	3.57682
20.147	0.973574	3.57689
20.2951	0.973322	3.57696
20.4432	0.973073	3.57703
20.5914	0.972826	3.5771
20.7395	0.972582	3.57717
20.8876	0.972341	3.57724
21.0357	0.972102	3.57731
21.1839	0.971866	3.57738
21.332	0.971632	3.57744
21.4801	0.971401	3.57751
21.6283	0.971172	3.57757
21.7764	0.970947	3.57764
21.9245	0.970723	3.5777
22.0726	0.970503	3.57776
22.2208	0.970285	3.57782
